Summary,Sentiment,Rate
it doesnt support fast charging and when i connect with my keypad phone it doesnt charge so the charger is good but im not satisfy,negative,2.0
the panel is very poor panel not working just after one year,negative,1.0
very bad product first time me hi motor not working,negative,2.0
not good because when you connected with your car it makes some noise,negative,3.0
mic is good length is okay but if you think it has noice cancellation property then youre completely wrong it works as regular earphone mic,negative,3.0
plastic quality is very light horizontal swing does not work the blades automatically will come down wheel lock doesnt work the cooler still moves even after the lock,negative,2.0
perfectly working on laptops but not good for mobile phones as wifi connects to mobile phone but after some time it shows net is not available on this network,negative,5.0
so baad quality as it seen on the picture its not like thatwaste of money,negative,1.0
i loved it but the only disappointment is that it has only one bowlplz provide two bowls,negative,5.0
not a good productwhat they shoe and what they sell totally differentfirst i got damaged jar now after using it has some plastic pieces in the motor which is making a sound,negative,1.0
all things are good but dual device pairing feature is missing,negative,4.0
product is not good grinder is going to stop immediately while grinding not worth for money,negative,1.0
jeevs service partnership is a very wrong choice of flipkart,negative,1.0
just only useful for hands not coming for legs so iam very sad dont buy pls,negative,1.0
voltas beko is working only 7 days after 7 days not working it is not recommended for anyone,negative,1.0
good product for this price range but very disapppointed with packing very bad impression there was no proper safety precautions for product,negative,4.0
not satisfied with the packing outer cover isnt all impressive,negative,3.0
worst product i have used this 2 times only and it got repaired not satisfied with this product,negative,1.0
very poor quality it dont hold 2kg manufacturer says 10kg so im not like this produced sorry,negative,1.0
weather not updating everytime message displaying try after pairing white device is paired and connectedalso you cannot control device camera app from watch you have to open camera from noisefit track app,negative,1.0
not safe for childrens available homegetting heat in outer panel not able to open the door getting over heat,negative,3.0
this is worst product of mivi sound is too slow positive reviews are misleading dont go for it,negative,3.0
